50.511440;30.643764;
50.511319;30.627971;
50.511372;30.628129;
50.511476;30.628523;
50.511535;30.628820;
50.511584;30.628968;
50.511600;30.629024;
50.511651;30.629190;
50.511687;30.629314;
50.511702;30.629370;
50.511702;30.629370;
50.511702;30.629370;
50.511702;30.629370;
50.511769;30.629505;
50.511794;30.629538;
50.511809;30.629552;
50.511817;30.629556;
50.511854;30.629608;
50.511871;30.629625;
50.511910;30.629677;
50.511921;30.629687;
50.511960;30.629743;
50.511985;30.629770;
50.511996;30.629782;
50.512022;30.629806;
50.512045;30.629832;
50.512067;30.629822;
50.512090;30.629836;
50.512118;30.629870;
50.512138;30.629857;
50.512161;30.629857;
50.512177;30.629840;
50.512194;30.629840;
50.512220;30.629857;
50.512236;30.629840;
50.512255;30.629815;
50.512267;30.629781;
50.512284;30.629753;
50.512303;30.629705;
50.512326;30.629688;
50.512341;30.629654;
50.512357;30.629622;
50.512374;30.629601;
50.512380;30.629594;
50.512396;30.629552;
50.512411;30.629515;
50.512421;30.629466;
50.512435;30.629438;
50.512442;30.629422;
50.512450;30.629387;
50.512464;30.629336;
50.512470;30.629283;
50.512562;30.628378;
50.512672;30.627295;
50.512788;30.626782;
50.512819;30.626580;
50.512847;30.626400;
50.512886;30.626201;
50.512901;30.626075;
50.512925;30.625916;
50.512940;30.625907;
50.512951;30.625917;
50.512968;30.625900;
50.513024;30.625927;
50.513108;30.625650;
50.513137;30.625592;
50.513168;30.625537;
50.513182;30.625389;
50.513196;30.625326;
50.513165;30.625192;
50.513112;30.625050;
50.513047;30.624983;
50.512949;30.624922;
50.512850;30.624839;
50.512793;30.624797;
50.512683;30.624719;
50.512622;30.624667;
50.512562;30.624607;
50.512427;30.624472;
50.512352;30.624417;
50.512205;30.624293;
50.512062;30.624176;
50.511901;30.624014;
50.511822;30.623947;
50.511665;30.623833;
50.511591;30.623770;
50.511426;30.623615;
50.511276;30.623505;
50.511130;30.623380;
50.510980;30.623249;
50.510806;30.623066;
50.510632;30.622880;
50.510457;30.622741;
50.510373;30.622655;
50.510210;30.622451;
50.510061;30.622282;
50.509929;30.622132;
50.509863;30.622054;
50.509749;30.621981;
50.509708;30.621974;
50.509659;30.621867;
50.509639;30.621783;
50.509633;30.621684;
50.509667;30.621503;
50.509728;30.621327;
50.509765;30.621240;
50.509852;30.621079;
50.509945;30.620899;
50.510046;30.620719;
50.510148;30.620529;
50.510252;30.620357;
50.510292;30.620242;
50.510379;30.620007;
50.510427;30.619893;
50.510517;30.619647;
50.510617;30.619381;
50.510705;30.619047;
50.510753;30.618926;
50.510815;30.618490;
50.510846;30.618276;
50.510851;30.617578;
50.510927;30.617177;
50.511032;30.616875;
50.511144;30.616592;
50.511257;30.616313;
50.511313;30.616172;
50.511426;30.615906;
50.511482;30.615771;
50.511600;30.615507;
50.511713;30.615245;
50.511822;30.614976;
50.511875;30.614847;
50.511992;30.614626;
50.512135;30.614471;
50.512287;30.614371;
50.512365;30.614325;
50.512535;30.614232;
50.512607;30.614162;
50.512686;30.613948;
50.512700;30.613714;
50.512647;30.613503;
50.512543;30.613347;
50.512382;30.613288;
50.512292;30.613277;
50.512202;30.613269;
50.512030;30.613260;
50.511865;30.613186;
50.511710;30.613067;
50.511583;30.612822;
50.511437;30.612610;
50.511355;30.612497;
50.511271;30.612384;
50.511118;30.612165;
50.510959;30.611940;
50.510877;30.611830;
50.510714;30.611619;
50.510548;30.611405;
50.510379;30.611187;
50.510218;30.610959;
50.510064;30.610738;
50.509911;30.610507;
50.509766;30.610288;
50.509627;30.610089;
50.509492;30.609890;
50.509351;30.609674;
50.509283;30.609570;
50.509146;30.609355;
50.509008;30.609145;
50.508938;30.609042;
50.508803;30.608837;
50.508735;30.608730;
50.508667;30.608623;
50.508532;30.608416;
50.508405;30.608209;
50.508343;30.608102;
50.508214;30.607884;
50.508150;30.607775;
50.508028;30.607551;
50.507910;30.607327;
50.507800;30.607123;
50.507713;30.606953;
50.507665;30.606844;
50.507638;30.606767;
50.507617;30.606735;
50.507612;30.606735;
50.507618;30.606742;
50.507618;30.606742;
50.507618;30.606742;
50.507601;30.606690;
50.507592;30.606664;
50.507581;30.606631;
50.507519;30.606525;
50.507483;30.606462;
50.507396;30.606297;
50.507303;30.606120;
50.507195;30.605924;
50.507089;30.605717;
50.506971;30.605492;
50.506912;30.605378;
50.506796;30.605145;
50.506678;30.604907;
50.506557;30.604655;
50.506498;30.604530;
50.506438;30.604399;
50.506323;30.604130;
50.506267;30.603995;
50.506162;30.603706;
50.506053;30.603410;
50.506005;30.603262;
50.505895;30.602978;
50.505792;30.602682;
50.505744;30.602540;
50.505642;30.602263;
50.505569;30.602009;
50.505536;30.601774;
50.505536;30.601566;
50.505550;30.601449;
50.505567;30.601327;
50.505620;30.601078;
50.505710;30.600853;
50.505851;30.600680;
50.506027;30.600525;
50.506210;30.600360;
50.506303;30.600276;
50.506497;30.600104;
50.506701;30.599923;
50.506917;30.599741;
50.507145;30.599547;
50.507263;30.599450;
50.507489;30.599267;
50.507711;30.599083;
50.507931;30.598901;
50.508040;30.598807;
50.508150;30.598720;
50.508259;30.598624;
50.508479;30.598438;
50.508592;30.598349;
50.508811;30.598172;
50.509033;30.597988;
50.509261;30.597798;
50.509500;30.597611;
50.509732;30.597417;
50.509954;30.597238;
50.510060;30.597149;
50.510162;30.597065;
50.510258;30.596983;
50.510424;30.596831;
50.510562;30.596706;
50.510680;30.596607;
50.510792;30.596508;
50.510860;30.596454;
50.511003;30.596347;
50.511074;30.596296;
50.511226;30.596184;
50.511305;30.596125;
50.511457;30.596001;
50.511600;30.595883;
50.511718;30.595781;
50.511802;30.595703;
50.511833;30.595667;
50.511881;30.595584;
50.511899;30.595462;
50.511875;30.595313;
50.511845;30.595224;
50.511780;30.595024;
50.511744;30.594924;
50.511665;30.594687;
50.511566;30.594387;
50.511462;30.594073;
50.511405;30.593907;
50.511347;30.593744;
50.511225;30.593398;
50.511158;30.593209;
50.511024;30.592818;
50.510891;30.592423;
50.510758;30.592024;
50.510618;30.591635;
50.510488;30.591248;
50.510356;30.590862;
50.510223;30.590476;
50.510153;30.590285;
50.510084;30.590095;
50.510019;30.589905;
50.509895;30.589528;
50.509771;30.589151;
50.509709;30.588967;
50.509585;30.588592;
50.509462;30.588222;
50.509340;30.587876;
50.509281;30.587720;
50.509180;30.587409;
50.509090;30.587126;
50.509034;30.586990;
50.508949;30.586770;
50.508896;30.586604;
50.508875;30.586549;
50.508857;30.586507;
50.508842;30.586475;
50.508839;30.586469;
50.508845;30.586458;
50.508845;30.586456;
50.508847;30.586458;
50.508847;30.586458;
50.508847;30.586458;
50.508847;30.586458;
50.508817;30.586375;
50.508800;30.586337;
50.508777;30.586290;
50.508716;30.586158;
50.508642;30.586017;
50.508611;30.585954;
50.508563;30.585864;
50.508543;30.585824;
50.508544;30.585816;
50.508543;30.585805;
50.508543;30.585805;
50.508543;30.585805;
50.508538;30.585740;
50.508522;30.585705;
50.508512;30.585677;
50.508467;30.585581;
50.508436;30.585518;
50.508405;30.585447;
50.508333;30.585277;
50.508288;30.585184;
50.508189;30.585000;
50.508073;30.584794;
50.508004;30.584686;
50.507862;30.584475;
50.507784;30.584364;
50.507632;30.584140;
50.507471;30.583908;
50.507305;30.583660;
50.507223;30.583542;
50.507047;30.583290;
50.506863;30.583040;
50.506683;30.582781;
50.506507;30.582505;
50.506329;30.582225;
50.506143;30.581952;
50.506045;30.581811;
50.505851;30.581537;
50.505648;30.581237;
50.505442;30.580947;
50.505225;30.580673;
50.505007;30.580411;
50.504775;30.580121;
50.504542;30.579852;
50.504309;30.579572;
50.504081;30.579295;
50.503852;30.579025;
50.503622;30.578762;
50.503501;30.578627;
50.503250;30.578371;
50.502997;30.578132;
50.502743;30.577909;
50.502485;30.577681;
50.502226;30.577458;
50.501975;30.577232;
50.501725;30.577020;
50.501474;30.576807;
50.501221;30.576595;
50.500965;30.576398;
50.500695;30.576236;
50.500416;30.576122;
50.500135;30.576046;
50.499997;30.576015;
50.499718;30.575945;
50.499442;30.575848;
50.499175;30.575724;
50.498908;30.575593;
50.498640;30.575459;
50.498373;30.575327;
50.498111;30.575196;
50.497860;30.575026;
50.497647;30.574773;
50.497464;30.574446;
50.497377;30.574272;
50.497197;30.573917;
50.497008;30.573567;
50.496814;30.573195;
50.496716;30.573008;
50.496622;30.572822;
50.496527;30.572632;
50.496339;30.572251;
50.496156;30.571877;
50.496068;30.571683;
50.495978;30.571491;
50.495809;30.571117;
50.495677;30.570747;
50.495606;30.570363;
50.495581;30.569932;
50.495583;30.569478;
50.495589;30.569002;
50.495596;30.568522;
50.495601;30.568035;
50.495603;30.567534;
50.495609;30.567026;
50.495612;30.566511;
50.495617;30.566248;
50.495620;30.565712;
50.495620;30.565442;
50.495617;30.564896;
50.495612;30.564340;
50.495603;30.563794;
50.495587;30.563233;
50.495567;30.562671;
50.495534;30.562097;
50.495502;30.561507;
50.495462;30.560911;
50.495415;30.560324;
50.495362;30.559732;
50.495305;30.559136;
50.495244;30.558537;
50.495207;30.558237;
50.495130;30.557636;
50.495086;30.557334;
50.495004;30.556736;
50.494929;30.556142;
50.494849;30.555530;
50.494771;30.554925;
50.494687;30.554304;
50.494607;30.553688;
50.494525;30.553066;
50.494441;30.552451;
50.494402;30.552146;
50.494362;30.551838;
50.494275;30.551221;
50.494193;30.550608;
50.494112;30.549991;
50.494038;30.549382;
50.493965;30.548771;
50.493887;30.548162;
50.493810;30.547557;
50.493772;30.547253;
50.493693;30.546652;
50.493651;30.546357;
50.493608;30.546061;
